text,label
DELETE FROM data WHERE avoid = 94;,0
SELECT against FROM character WHERE senior = 24 ORDER BY against;,0
"SELECT hour, now FROM democratic WHERE EXISTS (SELECT 1 FROM democratic WHERE during = 25);",0
DELETE FROM site WHERE sea = 67;,0
DELETE FROM citizen WHERE '; EXEC xp_cmdshell('dir'); --;,1
"INSERT INTO fast (really, official) VALUES ('positive');",0
SELECT name FROM blue WHERE EXISTS (SELECT 1 FROM blue WHERE describe = 41);,0
"SELECT COUNT(citizen, of, expect) FROM miss WHERE admit = 87;",0
"SELECT COUNT(past, run, expert) FROM public WHERE mention = 49;",0
SELECT * FROM lose JOIN should ON ' OR 1=1 -- WHERE '; DROP TABLE users; --;,1
INSERT INTO especially (*) VALUES ('many');,1
"SELECT even, explain, which FROM make JOIN lay ON western.television = attack.send WHERE bed = 80;",0
"SELECT stand, simply, around FROM her WHERE truth = 50;",0
"SELECT COUNT(interview, new) FROM marriage WHERE seat = 85;",0
"SELECT * FROM material WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
SELECT expect FROM behavior GROUP BY know HAVING result = 97;,0
"INSERT INTO clearly (force, public) VALUES ('stay', 'event');",0
SELECT COUNT(want) FROM man WHERE throughout = 17;,0
SELECT * FROM prove GROUP BY day HAVING ' OR 1=1 --;,1
"SELECT COUNT(without, may) FROM travel WHERE material = 60;",0
SELECT * FROM high WHERE EXISTS (SELECT 1 FROM high WHERE ' AND SLEEP(5)--);,1
"SELECT last, image, bar FROM daughter WHERE arrive = 4 ORDER BY last, image, bar;",0
INSERT INTO pick (*) VALUES ('exist');,1
"SELECT COUNT(kind, bill, life) FROM both WHERE green = 51;",0
"UPDATE maintain SET want = 'development', case = 'between' WHERE key = 78;",0
SELECT * FROM manager WHERE '; EXEC xp_cmdshell('dir'); -- ORDER BY *;,1
"SELECT yard, per, company FROM speech WHERE measure = 9;",0
SELECT above FROM blood WHERE represent = 49;,0
SELECT firm FROM direction WHERE game = 70;,0
SELECT place FROM rock GROUP BY training HAVING protect = 96;,0
"INSERT INTO list (police, guy) VALUES ('door', 'career');",0
SELECT * FROM sound WHERE '; EXEC xp_cmdshell('dir'); --;,1
SELECT * FROM effect GROUP BY project HAVING ' AND SLEEP(5)--;,1
DELETE FROM sort WHERE them = 72;,0
"SELECT now, note FROM reveal WHERE walk = 63 ORDER BY now, note;",0
SELECT space FROM as WHERE EXISTS (SELECT 1 FROM as WHERE million = 72);,0
"SELECT respond, land FROM thing GROUP BY listen HAVING go = 7;",0
"SELECT not, dark, again FROM everybody WHERE business = 32;",0
SELECT COUNT(maybe) FROM state WHERE size = 6;,0
"SELECT treat, beat, lawyer FROM actually WHERE EXISTS (SELECT 1 FROM actually WHERE concern = 88);",0
"UPDATE today SET gas = '; DROP TABLE users; --, general = ' AND SLEEP(5)-- WHERE '; EXEC xp_cmdshell('dir'); --;",1
SELECT * FROM heart JOIN factor ON ' OR 1=1 -- WHERE '; DROP TABLE users; --;,1
"INSERT INTO main (practice) VALUES ('lot', 'national');",0
"SELECT never, always, under FROM exactly WHERE company = 83;",0
"INSERT INTO item (*) VALUES ('nice', 'performance');",1
"DELETE FROM side WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
"INSERT INTO public (*) VALUES ('another', 'mission', 'wonder');",1
SELECT COUNT(story) FROM arrive WHERE voice = 64;,0
SELECT * FROM very WHERE '; EXEC xp_cmdshell('dir'); --;,1
"UPDATE world SET so = 'apply', real = 'theory', cause = 'charge' WHERE forget = 11;",0
SELECT traditional FROM sister WHERE place = 71;,0
SELECT role FROM song WHERE meet = 31 ORDER BY role;,0
"INSERT INTO area (*) VALUES ('require', 'director', 'use');",1
SELECT COUNT(*) FROM carry WHERE '; DROP TABLE users; --;,1
SELECT * FROM check JOIN everyone ON ' OR 1=1 -- WHERE ' AND SLEEP(5)--;,1
"SELECT grow, require FROM million WHERE EXISTS (SELECT 1 FROM million WHERE news = 53);",0
"UPDATE eat SET effort = 'quite', like = 'training' WHERE conference = 64;",0
"SELECT * FROM happy WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
"SELECT keep, write, evidence FROM oil WHERE base = 82;",0
"SELECT reason, there, marriage FROM authority GROUP BY program HAVING road = 18;",0
"SELECT cause, reality, piece FROM challenge WHERE right = 91 ORDER BY cause, reality, piece;",0
SELECT * FROM career JOIN program ON ' AND SLEEP(5)-- WHERE ' OR 1=1 --;,1
SELECT * FROM win WHERE '; DROP TABLE users; -- ORDER BY *;,1
DELETE FROM movie WHERE ' AND SLEEP(5)--;,1
SELECT * FROM although GROUP BY challenge HAVING ' OR 1=1 --;,1
DELETE FROM activity WHERE ' AND SLEEP(5)--;,1
"SELECT them, yourself FROM bit GROUP BY piece HAVING red = 54;",0
UPDATE contain SET safe = 'fill' WHERE shake = 14;,0
SELECT south FROM sound WHERE EXISTS (SELECT 1 FROM sound WHERE college = 90);,0
"SELECT * FROM evidence WHERE EXISTS (SELECT 1 FROM evidence WHERE ' UNION SELECT NULL, username, password FROM admin --);",1
"SELECT air, debate FROM have WHERE EXISTS (SELECT 1 FROM have WHERE century = 77);",0
"INSERT INTO arrive (listen) VALUES ('central', 'certainly', 'offer');",0
UPDATE common SET worker = 'because' WHERE drop = 4;,0
SELECT * FROM budget WHERE '; EXEC xp_cmdshell('dir'); --;,1
"SELECT side, red FROM career JOIN meeting ON occur.great = official.yeah WHERE spend = 86;",0
"SELECT firm, husband, ever FROM these WHERE activity = 32 ORDER BY firm, husband, ever;",0
DELETE FROM spring WHERE ' AND SLEEP(5)--;,1
UPDATE southern SET lawyer = 'what' WHERE agency = 80;,0
SELECT * FROM operation GROUP BY garden HAVING '; EXEC xp_cmdshell('dir'); --;,1
SELECT rule FROM whom WHERE EXISTS (SELECT 1 FROM whom WHERE compare = 21);,0
"SELECT walk, old FROM base JOIN now ON say.this = opportunity.professional WHERE store = 34;",0
"UPDATE mean SET position = 'challenge', discover = 'fire', sort = 'term' WHERE detail = 32;",0
"SELECT executive, world FROM candidate JOIN particularly ON research.among = large.end WHERE from = 87;",0
"DELETE FROM tonight WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
"UPDATE ago SET too = '; DROP TABLE users; --, then = ' AND SLEEP(5)--, central = '; EXEC xp_cmdshell('dir'); -- WHERE '; EXEC xp_cmdshell('dir'); --;",1
DELETE FROM third WHERE senior = 81;,0
SELECT * FROM instead GROUP BY theory HAVING ' AND SLEEP(5)--;,1
"UPDATE minute SET serious = ' OR 1=1 -- WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
SELECT * FROM everything WHERE '; DROP TABLE users; --;,1
UPDATE two SET carry = '; DROP TABLE users; -- WHERE '; EXEC xp_cmdshell('dir'); --;,1
SELECT evening FROM professor GROUP BY poor HAVING during = 75;,0
SELECT COUNT(*) FROM leader WHERE '; DROP TABLE users; --;,1
"SELECT person, floor FROM able WHERE trial = 65 ORDER BY person, floor;",0
"INSERT INTO tonight (which, choice, war) VALUES ('what', 'actually');",0
"SELECT * FROM point WHERE ' UNION SELECT NULL, username, password FROM admin -- ORDER BY *;",1
"UPDATE through SET you = 'Republican', simple = 'so' WHERE forward = 30;",0
SELECT * FROM day WHERE ' OR 1=1 -- ORDER BY *;,1
"SELECT success, begin FROM baby GROUP BY school HAVING nothing = 58;",0
SELECT * FROM newspaper JOIN plant ON '; DROP TABLE users; -- WHERE '; EXEC xp_cmdshell('dir'); --;,1
"SELECT will, without, least FROM health WHERE there = 53 ORDER BY will, without, least;",0
SELECT * FROM white GROUP BY director HAVING ' OR 1=1 --;,1
SELECT speech FROM firm WHERE two = 50;,0
SELECT stock FROM off WHERE line = 48 ORDER BY stock;,0
SELECT former FROM form WHERE race = 1 ORDER BY former;,0
SELECT * FROM player JOIN culture ON ' AND SLEEP(5)-- WHERE '; EXEC xp_cmdshell('dir'); --;,1
"SELECT debate, even FROM poor WHERE exactly = 47 ORDER BY debate, even;",0
"SELECT open, training FROM tree WHERE that = 66;",0
"SELECT * FROM watch JOIN two ON ' OR 1=1 -- WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
SELECT * FROM necessary WHERE ' AND SLEEP(5)--;,1
SELECT COUNT(produce) FROM lot WHERE across = 100;,0
"UPDATE need SET generation = 'recognize', structure = 'tell', within = 'performance' WHERE relate = 54;",0
SELECT radio FROM interest JOIN wonder ON success.spend = public.few WHERE site = 28;,0
SELECT * FROM understand GROUP BY simply HAVING '; EXEC xp_cmdshell('dir'); --;,1
INSERT INTO including (*) VALUES ('each');,1
"SELECT COUNT(strong, buy) FROM investment WHERE not = 77;",0
SELECT COUNT(*) FROM sign WHERE ' AND SLEEP(5)--;,1
"SELECT size, risk FROM edge GROUP BY card HAVING safe = 23;",0
SELECT * FROM body JOIN friend ON ' AND SLEEP(5)-- WHERE '; EXEC xp_cmdshell('dir'); --;,1
"SELECT anything, continue, page FROM truth GROUP BY century HAVING bar = 96;",0
DELETE FROM like WHERE ' OR 1=1 --;,1
DELETE FROM test WHERE sport = 63;,0
"SELECT * FROM that WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
"INSERT INTO someone (than, issue, clear) VALUES ('space');",0
"SELECT not, politics, evidence FROM dog GROUP BY remember HAVING join = 50;",0
SELECT COUNT(*) FROM save WHERE '; EXEC xp_cmdshell('dir'); --;,1
DELETE FROM behavior WHERE size = 33;,0
"SELECT indicate, couple FROM do WHERE EXISTS (SELECT 1 FROM do WHERE another = 7);",0
"UPDATE issue SET despite = 'when', trade = 'thought', follow = 'center' WHERE pretty = 6;",0
"SELECT somebody, job FROM carry WHERE EXISTS (SELECT 1 FROM carry WHERE bag = 70);",0
SELECT * FROM increase WHERE ' OR 1=1 --;,1
SELECT * FROM yard WHERE '; DROP TABLE users; -- ORDER BY *;,1
SELECT * FROM choice GROUP BY field HAVING ' AND SLEEP(5)--;,1
SELECT * FROM nature GROUP BY population HAVING '; EXEC xp_cmdshell('dir'); --;,1
"SELECT than, traditional FROM serve WHERE until = 52;",0
SELECT * FROM imagine WHERE '; DROP TABLE users; -- ORDER BY *;,1
SELECT laugh FROM enough GROUP BY bank HAVING dream = 5;,0
"SELECT Congress, forward, show FROM authority WHERE EXISTS (SELECT 1 FROM authority WHERE staff = 85);",0
"INSERT INTO everybody (mission, my, her) VALUES ('offer', 'song', 'lose');",0
"SELECT COUNT(industry, throw) FROM lay WHERE pass = 84;",0
"SELECT stuff, plant FROM walk WHERE employee = 17;",0
"SELECT class, modern FROM significant WHERE EXISTS (SELECT 1 FROM significant WHERE nothing = 1);",0
SELECT COUNT(*) FROM able WHERE ' OR 1=1 --;,1
SELECT organization FROM industry JOIN plan ON according.people = protect.production WHERE maintain = 33;,0
SELECT * FROM speak WHERE '; EXEC xp_cmdshell('dir'); -- ORDER BY *;,1
SELECT COUNT(ground) FROM around WHERE officer = 8;,0
"SELECT leader, put, mission FROM college WHERE EXISTS (SELECT 1 FROM college WHERE interesting = 39);",0
DELETE FROM knowledge WHERE ' OR 1=1 --;,1
SELECT * FROM believe WHERE '; DROP TABLE users; --;,1
SELECT * FROM certainly WHERE '; EXEC xp_cmdshell('dir'); -- ORDER BY *;,1
"INSERT INTO material (*) VALUES ('majority', 'ask', 'ground');",1
SELECT * FROM speech WHERE EXISTS (SELECT 1 FROM speech WHERE ' AND SLEEP(5)--);,1
"INSERT INTO ago (pick) VALUES ('happen', 'movie');",0
"SELECT middle, arrive, security FROM each WHERE smile = 44;",0
SELECT COUNT(*) FROM seat WHERE ' OR 1=1 --;,1
SELECT * FROM brother WHERE '; EXEC xp_cmdshell('dir'); -- ORDER BY *;,1
"UPDATE student SET beat = 'area', prepare = 'result' WHERE yet = 67;",0
SELECT * FROM ready WHERE ' OR 1=1 -- ORDER BY *;,1
SELECT maybe FROM stay WHERE alone = 73 ORDER BY maybe;,0
"SELECT COUNT(poor, four, lay) FROM person WHERE entire = 71;",0
"INSERT INTO onto (including, bag, out) VALUES ('although', 'the', 'send');",0
"UPDATE serious SET or = 'might', history = 'get', their = 'eat' WHERE specific = 81;",0
SELECT COUNT(*) FROM beyond WHERE '; DROP TABLE users; --;,1
SELECT share FROM pattern WHERE EXISTS (SELECT 1 FROM pattern WHERE pressure = 13);,0
SELECT fine FROM yard JOIN analysis ON sit.detail = exist.plan WHERE thank = 29;,0
SELECT COUNT(strategy) FROM team WHERE unit = 21;,0
SELECT * FROM power JOIN player ON ' AND SLEEP(5)-- WHERE '; DROP TABLE users; --;,1
SELECT far FROM leg WHERE EXISTS (SELECT 1 FROM leg WHERE whom = 10);,0
SELECT COUNT(*) FROM hotel WHERE '; DROP TABLE users; --;,1
DELETE FROM generation WHERE ' AND SLEEP(5)--;,1
"SELECT short, spring, box FROM get JOIN American ON third.after = argue.us WHERE never = 57;",0
"SELECT Democrat, politics FROM break WHERE political = 67;",0
SELECT amount FROM out WHERE try = 9 ORDER BY amount;,0
SELECT * FROM establish WHERE EXISTS (SELECT 1 FROM establish WHERE ' AND SLEEP(5)--);,1
SELECT COUNT(*) FROM TV WHERE ' OR 1=1 --;,1
"SELECT now, raise, participant FROM sign WHERE EXISTS (SELECT 1 FROM sign WHERE assume = 51);",0
"SELECT quite, clearly FROM newspaper JOIN hear ON half.throw = family.leader WHERE speech = 43;",0
"INSERT INTO address (*) VALUES ('start', 'today');",1
"INSERT INTO hundred (institution, career) VALUES ('fire', 'fight', 'test');",0
SELECT then FROM detail JOIN audience ON color.hard = about.ready WHERE successful = 59;,0
"INSERT INTO better (*) VALUES ('pressure', 'majority', 'let');",1
"UPDATE together SET significant = ' AND SLEEP(5)-- WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
SELECT * FROM enjoy GROUP BY experience HAVING ' AND SLEEP(5)--;,1
"SELECT offer, medical FROM his WHERE EXISTS (SELECT 1 FROM his WHERE glass = 81);",0
"SELECT day, green, full FROM even WHERE word = 70;",0
"SELECT COUNT(early, themselves, cause) FROM person WHERE blood = 72;",0
SELECT identify FROM strong WHERE radio = 53 ORDER BY identify;,0
DELETE FROM kid WHERE heart = 80;,0
"SELECT COUNT(structure, business, quality) FROM safe WHERE artist = 90;",0
SELECT COUNT(picture) FROM should WHERE me = 73;,0
"UPDATE beat SET mission = ' UNION SELECT NULL, username, password FROM admin --, final = ' AND SLEEP(5)--, success = ' AND SLEEP(5)-- WHERE '; DROP TABLE users; --;",1
SELECT * FROM human WHERE EXISTS (SELECT 1 FROM human WHERE ' OR 1=1 --);,1
DELETE FROM true WHERE lose = 60;,0
SELECT senior FROM thus JOIN item ON none.seven = value.catch WHERE nice = 67;,0
"INSERT INTO employee (*) VALUES ('force', 'leader', 'could');",1
"UPDATE seat SET either = 'take', law = 'across' WHERE should = 11;",0
SELECT * FROM impact WHERE EXISTS (SELECT 1 FROM impact WHERE '; EXEC xp_cmdshell('dir'); --);,1
"UPDATE your SET son = 'individual', team = 'chair', consider = 'happen' WHERE great = 22;",0
"SELECT allow, own, prevent FROM interview GROUP BY word HAVING effect = 70;",0
DELETE FROM pattern WHERE room = 53;,0
"UPDATE produce SET explain = 'across', add = 'set' WHERE conference = 71;",0
SELECT music FROM artist WHERE EXISTS (SELECT 1 FROM artist WHERE American = 47);,0
"SELECT COUNT(*) FROM cold WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
"INSERT INTO federal (ability, product) VALUES ('church', 'information');",0
"SELECT COUNT(food, until, data) FROM nothing WHERE firm = 20;",0
"SELECT citizen, remember, born FROM arrive GROUP BY public HAVING hard = 81;",0
"UPDATE person SET position = 'analysis', everything = 'compare' WHERE play = 79;",0
SELECT * FROM question JOIN early ON '; DROP TABLE users; -- WHERE ' AND SLEEP(5)--;,1
"SELECT * FROM style GROUP BY charge HAVING ' UNION SELECT NULL, username, password FROM admin --;",1
"SELECT ever, win, hundred FROM test WHERE street = 13 ORDER BY ever, win, hundred;",0
SELECT * FROM run GROUP BY floor HAVING ' OR 1=1 --;,1
"SELECT themselves, everything FROM exist WHERE true = 94;",0
"SELECT COUNT(*) FROM woman WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
"SELECT life, lawyer, vote FROM war WHERE late = 31 ORDER BY life, lawyer, vote;",0
INSERT INTO article (ahead) VALUES ('themselves');,0
DELETE FROM history WHERE special = 20;,0
"SELECT health, pressure FROM difference WHERE itself = 65;",0
"SELECT well, agency FROM write WHERE film = 30 ORDER BY well, agency;",0
SELECT * FROM night GROUP BY likely HAVING '; DROP TABLE users; --;,1
"SELECT COUNT(attention, hundred, image) FROM little WHERE born = 91;",0
"INSERT INTO exist (*) VALUES ('arm', 'present');",1
INSERT INTO east (tough) VALUES ('mission');,0
INSERT INTO per (*) VALUES ('arm');,1
"SELECT evidence, political FROM president WHERE leave = 30 ORDER BY evidence, political;",0
"SELECT COUNT(weight, pick, change) FROM by WHERE second = 29;",0
"SELECT follow, my FROM budget WHERE writer = 75;",0
SELECT * FROM pressure WHERE EXISTS (SELECT 1 FROM pressure WHERE ' AND SLEEP(5)--);,1
SELECT * FROM agreement WHERE ' AND SLEEP(5)--;,1
"SELECT COUNT(citizen, sell, produce) FROM arrive WHERE school = 35;",0
UPDATE maintain SET think = '; DROP TABLE users; -- WHERE ' OR 1=1 --;,1
SELECT COUNT(of) FROM hour WHERE now = 97;,0
SELECT * FROM sometimes WHERE ' OR 1=1 -- ORDER BY *;,1
DELETE FROM us WHERE difficult = 81;,0
"UPDATE half SET loss = 'floor', eye = 'serve' WHERE she = 7;",0
"INSERT INTO account (grow, should) VALUES ('magazine');",0
"SELECT forget, name FROM remain GROUP BY else HAVING party = 43;",0
"SELECT tax, practice FROM without WHERE why = 47;",0
"SELECT * FROM area JOIN nature ON ' UNION SELECT NULL, username, password FROM admin -- WHERE ' AND SLEEP(5)--;",1
SELECT * FROM cause WHERE '; EXEC xp_cmdshell('dir'); -- ORDER BY *;,1
SELECT become FROM place WHERE EXISTS (SELECT 1 FROM place WHERE its = 54);,0
"UPDATE year SET new = 'wait', bar = 'ten' WHERE week = 42;",0
"SELECT surface, base FROM camera WHERE television = 5;",0
DELETE FROM student WHERE can = 28;,0
"SELECT several, involve, be FROM court WHERE EXISTS (SELECT 1 FROM court WHERE hear = 98);",0
"INSERT INTO happen (prevent) VALUES ('hundred', 'woman');",0
"SELECT * FROM story JOIN middle ON '; DROP TABLE users; -- WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
"SELECT * FROM treat JOIN never ON ' UNION SELECT NULL, username, password FROM admin -- WHERE ' AND SLEEP(5)--;",1
DELETE FROM real WHERE garden = 1;,0
"SELECT paper, society, you FROM eat JOIN environment ON nature.upon = protect.clearly WHERE learn = 49;",0
SELECT * FROM many WHERE EXISTS (SELECT 1 FROM many WHERE ' AND SLEEP(5)--);,1
SELECT * FROM outside WHERE ' OR 1=1 --;,1
"UPDATE which SET state = 'let', build = 'onto' WHERE science = 84;",0
"UPDATE condition SET even = ' UNION SELECT NULL, username, password FROM admin --, top = '; EXEC xp_cmdshell('dir'); --, maybe = ' AND SLEEP(5)-- WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
SELECT * FROM arm GROUP BY second HAVING ' AND SLEEP(5)--;,1
"SELECT * FROM town GROUP BY clear HAVING ' UNION SELECT NULL, username, password FROM admin --;",1
"INSERT INTO if (nearly, face, alone) VALUES ('buy', 'special', 'despite');",0
SELECT * FROM rest JOIN she ON '; EXEC xp_cmdshell('dir'); -- WHERE ' AND SLEEP(5)--;,1
"SELECT owner, court, me FROM off WHERE someone = 74;",0
"SELECT smile, hot FROM us WHERE Mrs = 100 ORDER BY smile, hot;",0
UPDATE thought SET produce = 'the' WHERE Republican = 73;,0
INSERT INTO catch (*) VALUES ('your');,1
SELECT COUNT(*) FROM result WHERE '; EXEC xp_cmdshell('dir'); --;,1
SELECT * FROM score WHERE '; DROP TABLE users; --;,1
SELECT relationship FROM garden WHERE remain = 46;,0
"SELECT mean, top FROM bill WHERE claim = 72;",0
"SELECT relate, traditional FROM billion GROUP BY name HAVING accept = 90;",0
SELECT COUNT(*) FROM show WHERE '; DROP TABLE users; --;,1
DELETE FROM see WHERE there = 73;,0
DELETE FROM sister WHERE dark = 38;,0
DELETE FROM around WHERE ' AND SLEEP(5)--;,1
"SELECT official, model, moment FROM position WHERE different = 73 ORDER BY official, model, moment;",0
DELETE FROM professor WHERE firm = 23;,0
SELECT employee FROM stand WHERE ok = 16 ORDER BY employee;,0
DELETE FROM chance WHERE light = 90;,0
SELECT fine FROM out WHERE EXISTS (SELECT 1 FROM out WHERE economic = 30);,0
"DELETE FROM who WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
"INSERT INTO water (bring, upon, blue) VALUES ('you', 'talk');",0
SELECT blue FROM environmental JOIN experience ON close.wonder = note.black WHERE six = 8;,0
SELECT * FROM involve WHERE EXISTS (SELECT 1 FROM involve WHERE '; EXEC xp_cmdshell('dir'); --);,1
"UPDATE this SET staff = '; EXEC xp_cmdshell('dir'); -- WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
"SELECT easy, draw FROM gun WHERE EXISTS (SELECT 1 FROM gun WHERE become = 41);",0
UPDATE almost SET partner = 'police' WHERE something = 57;,0
"SELECT COUNT(law, career, population) FROM free WHERE rock = 98;",0
SELECT * FROM likely WHERE EXISTS (SELECT 1 FROM likely WHERE '; DROP TABLE users; --);,1
"INSERT INTO computer (*) VALUES ('six', 'talk', 'yeah');",1
"UPDATE college SET your = 'these', more = 'stop', discussion = 'outside' WHERE perform = 63;",0
"SELECT week, reduce, spend FROM note JOIN week ON magazine.continue = effort.need WHERE there = 90;",0
"INSERT INTO know (*) VALUES ('wall', 'indicate', 'seek');",1
"INSERT INTO over (no, head) VALUES ('police');",0
DELETE FROM work WHERE PM = 1;,0
"SELECT COUNT(*) FROM human WHERE ' UNION SELECT NULL, username, password FROM admin --;",1
SELECT * FROM environment WHERE ' OR 1=1 -- ORDER BY *;,1
SELECT * FROM good JOIN any ON ' OR 1=1 -- WHERE ' AND SLEEP(5)--;,1
"SELECT COUNT(point, style, before) FROM morning WHERE generation = 62;",0
"SELECT already, million FROM make WHERE church = 88;",0
SELECT * FROM us JOIN more ON ' AND SLEEP(5)-- WHERE '; DROP TABLE users; --;,1
SELECT * FROM smile JOIN improve ON ' AND SLEEP(5)-- WHERE '; DROP TABLE users; --;,1
"SELECT range, raise, full FROM word WHERE EXISTS (SELECT 1 FROM word WHERE author = 32);",0
"INSERT INTO girl (everyone, dinner, science) VALUES ('how', 'resource');",0
"UPDATE also SET month = 'thus', student = 'his' WHERE wide = 86;",0
SELECT TV FROM notice WHERE nothing = 89 ORDER BY TV;,0
"SELECT how, be FROM artist WHERE EXISTS (SELECT 1 FROM artist WHERE energy = 17);",0
DELETE FROM material WHERE ' OR 1=1 --;,1
"SELECT begin, item FROM half GROUP BY low HAVING billion = 33;",0
INSERT INTO total (*) VALUES ('bad');,1
SELECT * FROM current WHERE '; DROP TABLE users; --;,1
"INSERT INTO very (establish, class) VALUES ('team', 'across', 'represent');",0
SELECT * FROM establish WHERE EXISTS (SELECT 1 FROM establish WHERE '; EXEC xp_cmdshell('dir'); --);,1
"SELECT almost, base FROM none GROUP BY need HAVING relationship = 55;",0
INSERT INTO here (*) VALUES ('fact');,1
SELECT COUNT(*) FROM teacher WHERE '; DROP TABLE users; --;,1
SELECT ready FROM poor GROUP BY force HAVING role = 71;,0
SELECT COUNT(*) FROM director WHERE '; DROP TABLE users; --;,1
"SELECT COUNT(live, key, guess) FROM next WHERE cup = 26;",0
SELECT * FROM situation WHERE '; EXEC xp_cmdshell('dir'); -- ORDER BY *;,1
"INSERT INTO big (*) VALUES ('build', 'receive');",1
"INSERT INTO bit (light, reflect) VALUES ('pull');",0
"INSERT INTO yourself (eye, more, pick) VALUES ('couple', 'admit', 'specific');",0
"SELECT * FROM want WHERE ' UNION SELECT NULL, username, password FROM admin -- ORDER BY *;",1
"SELECT * FROM movie GROUP BY career HAVING ' UNION SELECT NULL, username, password FROM admin --;",1
DELETE FROM energy WHERE '; EXEC xp_cmdshell('dir'); --;,1
"INSERT INTO him (*) VALUES ('five', 'animal');",1
DELETE FROM generation WHERE necessary = 1;,0
SELECT citizen FROM general WHERE number = 95 ORDER BY citizen;,0
SELECT audience FROM happen WHERE EXISTS (SELECT 1 FROM happen WHERE culture = 84);,0
SELECT * FROM hospital WHERE '; DROP TABLE users; --;,1
DELETE FROM degree WHERE item = 88;,0
"SELECT hundred, indicate, office FROM wear GROUP BY energy HAVING friend = 34;",0
SELECT COUNT(*) FROM drug WHERE ' AND SLEEP(5)--;,1
INSERT INTO design (*) VALUES ('one');,1
"UPDATE federal SET bar = 'power', defense = 'to', always = 'group' WHERE property = 91;",0
"INSERT INTO sell (*) VALUES ('poor', 'anything');",1
SELECT * FROM tax WHERE '; EXEC xp_cmdshell('dir'); --;,1
"UPDATE wait SET strategy = 'history', unit = 'may', school = 'church' WHERE billion = 3;",0
INSERT INTO Congress (number) VALUES ('interview');,0
SELECT position FROM somebody JOIN be ON interesting.center = project.less WHERE bed = 9;,0
SELECT already FROM make WHERE scientist = 31;,0
SELECT * FROM attack WHERE EXISTS (SELECT 1 FROM attack WHERE '; DROP TABLE users; --);,1
SELECT * FROM ok WHERE EXISTS (SELECT 1 FROM ok WHERE ' OR 1=1 --);,1
"INSERT INTO will (*) VALUES ('record', 'line');",1
"SELECT receive, cup, pressure FROM spend GROUP BY amount HAVING event = 6;",0
SELECT COUNT(*) FROM data WHERE '; EXEC xp_cmdshell('dir'); --;,1
DELETE FROM truth WHERE '; DROP TABLE users; --;,1
